term,valence
wok,0.583
wokemeup,0.561
woman,0.865
womanhood,0.812
womanly,0.909
wonder,0.939
wonderful,0.971
wonderfully,0.969
wonderment,0.929
wondrous,0.854
woo,0.646
woodcut,0.633
wooden,0.5
woodland,0.776
woodlands,0.656
woodpecker,0.52
woods,0.594
woodshed,0.551
woodsman,0.5
woohoo,0.658
wooing,0.74
wool,0.583
woolen,0.726
woolly,0.531
woot,0.602
word,0.552
wording,0.653
words,0.71
wordy,0.643
work,0.719
workbook,0.673
worker,0.719
working,0.74
workings,0.704
workman,0.729
workmanship,0.694
workout,0.868
workplace,0.592
works,0.776
workshop,0.531
workup,0.582
world,0.622
worldwide,0.79
worship,0.688
worshipful,0.76
worth,0.872
worthwhile,0.908
worthy,0.812
wot,0.52
wrap,0.594
wrapper,0.625
wreath,0.745
wrestler,0.52
wright,0.54
wrist,0.706
wristband,0.551
wristwatch,0.771
writ,0.562
write,0.612
writer,0.806
writing,0.694
written,0.6
xmas,0.906
xoxo,0.729
yaaaay,0.625
yaaay,0.65
yaay,0.604
yacht,0.823
yachting,0.624
yahoo,0.643
yam,0.5
yap,0.51
yarn,0.51
yaw,0.586
yay,0.694
yayy,0.64
yayyy,0.602
yayyyy,0.677
yea,0.751
yeahhh,0.82
yeahhhh,0.865
year,0.542
yearbook,0.562
yearling,0.51
yearly,0.592
yearn,0.592
yearning,0.709
years,0.653
yeast,0.5
yellow,0.671
yellows,0.57
yen,0.51
yeoman,0.53
yesss,0.719
yessss,0.719
yesterday,0.5
yey,0.677
yield,0.719
yo-yo,0.592
yodel,0.51
yoga,0.75
yogi,0.653
yogurt,0.66
yonder,0.615
young,0.812
younger,0.781
youngster,0.796
youth,0.938
youthful,0.827
yummy,0.878
yuppie,0.677
zany,0.5
zebra,0.567
zenith,0.582
zeppelin,0.542
zest,0.917
zesty,0.562
zillion,0.612
zing,0.579
zippy,0.561
zodiac,0.594
zone,0.531
zoo,0.76
zoological,0.667
zoology,0.568
zucchini,0.51
